mid,text,text_cut
4662865081930745,唉,
4662865081930745,嗯，不合时宜。人民考虑的太多，国家容易有压迫感。,不合时宜 人民 国家 压迫感
4662865081930745,适宜不适宜又是由谁来判定呢？微博有什么资格来判定呢。,适宜 适宜 由谁来 判定 微博有 资格 判定
4662865081930745,不可能要二胎了，一胎压力就很大，父母都上班，我自己要请育儿假带孩子,二胎 一胎 压力 很大 父母 上班 育儿 假带 孩子
4662865081930745,这几年只能唱山歌,几年 只能 唱山歌
4662865081930745,感觉微博根本听不到什么其他声音了，基本都是一个样,感觉 微博 不到 声音 一个样
4662865081930745,可能是没给x浪钱的问题,浪钱
4662865081930745,能把博文截图发微博吗？有些博主这么做,博文 截图 发微博 博主
4662865081930745,大朝鲜特色，让人民做哑巴,朝鲜 特色 人民 哑巴
4662865081930745,写成图片倒着放就不会被限流屏蔽,写成 图片 限流 屏蔽
4662865081930745,最近好多平台都这样，感觉就是在偏面维护党政，难道老百姓的真实困难都要隐瞒了，一味歌工颂得,好多 平台 感觉 偏面 维护 党政 老百姓 真实 困难 隐瞒 一味 歌工颂
4662865081930745,唱支山歌吧,唱支 山歌
4662865081930745,睡觉吧,睡觉
4662862285112716,英语舞台剧话剧属于学科类吗,英语 舞台剧 话剧 学科
4662862285112716,@qd风轻云淡999：正规机构都遵纪守法，越是李沧区虎山路27-66/67号金博得教育这种小作坊胆子大，正大光明挂着那么大的“小初高文化课一站式辅导学校”，没证还敢叫自己学校？！没人管吗？现在还正常招聘老师，偷着辅导课，还宣传有在职一线老师，越没证越不怕查啊！,风轻云淡 正规 机构 遵纪守法 李沧区 虎山 博得 教育 小作坊 胆子 正大光明 小初 文化课 一站式 辅导 学校 没证 学校 没人管 招聘 老师 偷着 辅导课 宣传 在职 一线 老师 没证
4662846376381832,三胎政策？ 国家教育事业的发展，刺激家庭教育需求的提高，从而增加抚养费用，起到控制生育率的作用？,三胎 政策 国家 教育 事业 发展 刺激 家庭教育 需求 提高 增加 抚养费 起到 控制 生育率 作用
4662844858043732,你跟我说拍题下架，那我有什么不会的题你来开直播和我们讲？真无语，明明教育资源已经不平衡了，还要这么搞,拍题 下架 直播 真无语 明明 教育资源 平衡
4662844858043732,早就应该杀杀这股风气了。都在赶超教学，孩子受不了，老师受不了，家长也受不了…内卷的厉害。这一代人长大之后，没有多少童年的欢乐可以回忆，从懂事起就生活在竞争之中，吃相相当难看，性格、心理很容易变态。,早就 这股 风气 赶超 教学 孩子 受不了 老师 受不了 家长 受不了 内卷 厉害 一代人 长大 童年 欢乐 回忆 懂事 生活 竞争 之中 难看 性格 心理 变态
4662844858043732,我直接无语,
4662838603547752,那是你没看过广东的中考数学试卷,看过 广东 中考 数学试卷
4662838603547752,不难怎么拉分数，都上吗,不难 分数
4662834891854665,拍图搜题是真的好用,拍图 搜题 真的 好用
4662834891854665,波哥你19买的中公股票怎么样啦…,波哥 中公 股票
4662834891854665,做成年教育,做成 教育
4662834891854665,并不,
4662834891854665,艺术类培训班应该还好吧？。。。,艺术类 培训班 还好
4662834891854665,富人：嘿嘿，我请家教,富人 家教
4662834891854665,我真是醉了....51不是上不了...不补课？非要我们一对一吗？那不是花更多钱,补课 一对一
4662834891854665,会不会1对1的家教老师的时代来了，这样更是伤不起啊,家教 老师 时代 更是 伤不起
4662834891854665,@鹿鹿鹿鹿七七,鹿鹿 鹿鹿 七七
4662834891854665,作业帮最恶心 早该这样了,作业 恶心 早该
4662834891854665,怎么转？不收费？,收费
4662834891854665,直接团灭啊 波哥能偷图不,团灭 波哥 偷图
4662834891854665,这是为老师取消寒暑假铺路呢,老师 取消 寒暑假 铺路
4662834891854665,不管用呀，我们这初升高的衔接班上的热火朝天,这初 升高 衔接 班上 热火朝天
4662834891854665,波哥，我在的辅导班是辅导高中的，是不是也不能在周末节假日期间辅导学生,波哥 辅导班 辅导 高中 周末 节假日 期间 辅导 学生
4662834891854665,为啥我们这里现在培训机构搞得风风火火？每天学生挤得爆,为啥 培训 机构 风风火火 学生 挤得
4662834891854665,培训机构确实需要整治，但是请不得起家教的普通家庭的孩子想补课时，又能去哪里补课呢？过去大部分孩子都是在中小培训机构补课，现在条件一般的孩子没法卷了，有条件的孩子仍然在卷，那么条件一般的孩子在应试选拔的机制下，如何比得过有条件的孩子？,培训 机构 确实 整治 家教 普通家庭 孩子 补课 补课 大部分 孩子 培训 机构 补课 条件 孩子 没法 条件 孩子 条件 孩子 应试 选拔 机制 比得过 条件 孩子
4662834891854665,对私立学校没有多大影响吧？,私立学校 多大 影响
4662834891854665,我们这里的培训机构的对策就是周末不补课，周中补，就是周一到周五的晚上，好老火，现在延时服务，本来学校就放学晚，然后晚上再上培训班，孩子好累嘛,培训 机构 对策 周末 补课 周中补 周一 周五 晚上 老火 延时 服务 本来 学校 放学 晚上 培训班 孩子 好累
4662834891854665,拍照搜题用的好的话很有用啊，不可能题题都问老师吧，节约时间，很多老师也用搜题，啊这..,拍照 搜题 有用 题题 老师 节约 时间 老师 搜题
4662834891854665,@Yvonne冲冲冲呀,冲冲
4662834891854665,开始通过教育给社会分层了吗？,教育 社会 分层
4662834891854665,我自己花钱买课还不行了嘛,花钱买 不行
4662834891854665,掌门一对一呢？,掌门 一对一
4662834891854665,有点担心会不会中小机构资金不足，退不了费，直接跑路啊,担心 机构 资金不足
4662834891854665,没关系，我准备自学小初高，考验考公知识教我儿子,没关系 自学 小初 考验 考公 知识 儿子
4662834891854665,没有落实有什么用,落实
4662834891854665,阶级要固化了 表面上是减负 实际上有钱人都会请家教,阶级 固化 表面 减负 实际上 有钱人 家教
4662834891854665,这个对公务员培训，职业教育培训应该没什么影响吧,公务员 培训 职业 教育 培训 没什么 影响
4662834891854665,这图推不能拍图怎么解,这图 拍图
4662834891854665,上有政策下有对策,上有政策 下有对策
4662834891854665,波哥，看我私信,波哥 私信
4662834891854665,所以之前买的课要退吗？,课要
4662834891854665,粉笔华图呢,粉笔 华图
4662834891854665,在线网课也不可以了么？,在线 网课
4662834891854665,可能是为学校托管铺路，校外的送不去了，人又自己带不了，那就只能往学校送了,学校 托管 铺路 校外 只能 学校
4662834891854665,加大审批、堵死准入，这是认为增加政策壁垒，利好有证且转型成功的教培机构，以后每个地区可能就几家垄断了啊。,加大 审批 堵死 准入 这是 增加 政策 壁垒 利好 证且 转型 成功 教培 机构 地区 几家 垄断
4662834891854665,真的要团灭了,真的 团灭
4662834891854665,美术类培训监管吗,美术 培训 监管
4662834891854665,我是培训机构的老师，支持该政策，现在的内卷太严重了，想了解一下，是试点城市实施，还是全国施行呢？,培训 机构 老师 支持 政策 内卷 试点 城市 实施 全国 施行
4662834891854665,那么境内的外籍教师咧？有些在国内开的外教课程会不会被灭掉？,境内 外籍 教师 国内 外教 课程 灭掉
4662834699436805,转发微博,转发 微博
4662834699436805,@十年十倍好基友: 正在落实，举报了就会被抓，目的是降低养娃成本，解决国家大计：生育率下滑的问题。房价也在控制。 降低养娃成本的一系列政策正在加速出台。从事相关培训的人需要认清形势。,十年 十倍 基友 落实 举报 目的 降低 养娃 成本 解决 国家 大计 生育率 下滑 房价 控制 降低 养娃 成本 一系列 政策 加速 出台 相关 培训 认清形势
4662834699436805,目前还有很多这些情况，什么时候才会真正落实,情况 落实
4662832500839781,今天地产、医疗、医美、白酒、保险、汽车等概念也大跌，就是担心政府出台类似教育培训垂直核打击政策。不能怪A股敏感，只能怪中国极左的政策，历来是一脚油门、一脚刹车。,地产 医疗 医美 白酒 汽车 概念 大跌 担心 政府 出台 类似 教育 培训 垂直 核打击 政策 怪股 敏感 只能 中国 极左 政策 历来 一脚 油门 一脚 刹车
4662832500839781,我赞同你的观点。今后，凡是影响新生人口增长的都会被政府“打压”。高层已经意识到：人口结构严重失衡将影响到未来中国的经济和科技发展，甚至是国防建设。,赞同 观点 影响 新生 人口 增长 政府 打压 高层 意识 人口 结构 失衡 影响 未来 中国 经济 科技 发展 国防建设
4662832500839781,房地产泡沫才是出生率断崖式下跌的根子，其余都是毛毛雨。,房地产 泡沫 出生率 断崖 下跌 根子 毛毛雨
4662818898969350,一边减负，一边拽着一批15岁学生50%分流职高。多造人，多快乐教育，大力发展技术工人。湖北十堰中专生被逼进厂干活，跳楼自杀的事情才过多久？职业教育办成什么样子？还美化职业教育呢。中考高考还是那张卷，还是一样的名额，不让补课无非就是用社会主义重拳禁止一部分人参与竞争了。,减负 一批 学生 分流 职高 多造 快乐 教育 大力发展 技术 工人 湖北 十堰 中专生 逼进 干活 跳楼自杀 事情 多久 职业 教育 办成 样子 美化 职业 教育 中考 高考 张卷 名额 不让 补课 无非 社会主义 重拳 禁止 一部分 参与 竞争
4662818898969350,把游戏也禁了吧，把物价调低！牛奶奶粉尿不湿不超利润的百分之5,游戏 物价 调低 牛奶 奶粉 尿不湿 不超 利润 百分之
4662818898969350,教育说公平。就是滑稽。,教育 公平 滑稽
4662818898969350,实施了吗，现在还在搞的找谁管,实施
4662818898969350,都优秀了，谁给有钱人的子女打工啊，你们以为谁在去叫着双减啊？一定是钱包鼓的可以请一对一家教的，这样他也能少花点，他们家孩子也不至于那么累,优秀 有钱人 子女 打工 双减 钱包 一对一 家教 少花点 孩子
4662818898969350,双减政策利好的是什么，没错，是网络游戏,双减 政策 利好 没错 网络游戏
4662818898969350,人权是越来越没有了,人权 越来越
4662818898969350,默默关注着,默默 关注
4662818898969350,@来来从此以后__,
4662818898969350,支持国家的改革啊,支持 国家 改革
4662818898969350,这个想法太棒了，支持国家改革,想法 太棒了 支持 国家 改革
4662818898969350,开头的节奏太慢，实在看不下去。,开头 节奏 太慢 实在 看不下去
4662818898969350,主持,主持
4662818898969350,不怎么理解这种政策,理解 政策
4662818898969350,加油,加油
4662818898969350,支持国家的教育改革,支持 国家 教育 改革
4662818898969350,一句话解释:不能让下层阶级这么轻松的获取教育资源,一句 解释 下层 阶级 轻松 获取 教育资源
4662818898969350,好多评论都好激烈啊说这个政策是因为某些人觉得打击教培就能让教育更公平、发展得更好。面对“好”“公平”这样的形容词，关键就是怎么界定：什么是好？对谁好？国家出台政策，那肯定得是对国家好，国家觉得什么是好呢？能帮助筛选出国家需要又欠缺的有创造力的“天选之子”和有执行力的工人,好多 评论 激烈 政策 是因为 打击 教培 教育 公平 发展 更好 面对 公平 形容词 关键 界定 国家 出台 政策 肯定 国家 国家 筛选 国家 欠缺 有创造力 天选之子 执行力 工人
4662818898969350,现在学校的老师比教育机构更应该整治，上课不好好上，下课去搞补课，说是补课，就发一张卷子大家做，做完一起说答案。md一群神经病，自己小时候成绩一般，现在加倍的把自尊用金钱赚回来。,学校 老师 教育 机构 整治 上课 好好 下课 补课 补课 一张 卷子 做做 答案 一群 神经病 小时候 成绩 加倍 自尊 金钱 回来
4662818898969350,吴老师的直播来啦！,老师 直播
4662818898969350,那是不是小学去私立会更好呢,小学 私立 更好
4662818898969350,从来没觉得体制内的教师相比家长孩子强势，不知道这结论怎么来的。,体制 教师 相比 家长 孩子 强势 结论
4662818898969350,了解了啊,
4662818898969350,我们这边每学期300元,每学期
4662818898969350,不知道,
4662818898969350,蹭热度,热度
4662818898969350,吴老师的头发是拉直了吗？,老师 头发 拉直
4662818898969350,不是教育部的政策,教育部 政策
4662818898969350,马克一下！,马克
4662818898969350,我准备卖掉一套上海房 一对一全科补课去,卖掉 一套 上海 一对一 全科 补课
4662818898969350,支持改革，支持吴老师,支持 改革 支持 老师
4662818898969350,xswl,
4662818898969350,#双减意见如何规范学生作业和校外培训# 支持国家改革！势在必行～,双减 意见 规范 学生 作业 校外 培训 支持 国家 改革 势在必行
4662818898969350,拼天赋的时候到了,天赋
4662818898969350,。。,
4662818898969350,一直要有一个方向，不管有什么改变，做好就行，朝着方向前进。,方向 改变 做好 就行 方向
4662818898969350,所以想法很重要,想法
4662818898969350,不是抢跑，是学校教育吃不饱！空闲时间难道去玩网络游戏么？,抢跑 学校 教育 吃不饱 空闲 时间 网络游戏
4662818898969350,有课代表吗,有课 代表
4662818898969350,双减，原本培训还能接受的，之后都一对一了 ，费用更贵了。,双减 原本 培训 接受 一对一 费用 更贵
4662818898969350,微博2年实现80万粉创作者，国家一类出版社图书主编，两次名校裸辞，实现经济自由，助力老师们转型。欢迎联系，工作微信：yuwenyizhan16,微博年 万粉 创作者 国家 一类 出版社 图书 主编 两次 名校 裸辞 经济 自由 助力 老师 转型 工作 微信
4662818898969350,太期待啦,期待
4662818898969350,房价才是主要矛盾，这是社会最大的不稳定因素。教育是每个家长愿意为孩子们未来所付出的！,房价 主要矛盾 这是 社会 稳定 因素 教育 家长 孩子 未来 付出
4662818898969350,快乐,快乐
4662818898969350,有些话说的有失偏颇,有失 偏颇
4662818898969350,不是教培机构的，他们的生死你又不懂,教培 机构 生死
4662818898969350,跳靓,跳靓
4662818898969350,不错啊,不错
4662818898969350,支持改革！,支持 改革
4662818898969350,恭喜你的博文进入推荐流教育频道曝光~持续沿着垂直领域方向创作，获取更多流量，详情见兴趣话题创作宝典（一）审核规则揭秘,恭喜 博文 推荐 教育 频道 曝光 持续 垂直 领域 方向 创作 获取 流量 详情 兴趣 话题 创作 宝典 审核 规则 揭秘
4662818898969350,支持,支持
4662818898969350,说的逻辑是：限制培训行业，就能解决好多教育问题似的？这行业影响力有这么大么？好的，坏的，影响力有这么大么？,逻辑 培训 行业 解决 好多 教育 行业 影响力 影响力
4662818898969350,双减，强盗zc,双减 强盗
4662818898969350,建议加字幕啊,建议 字幕
4662818898969350,感觉不错啊,感觉 不错
4662818898969350,双减政策更新啦！预告大家一共三期。一起同步留言区讨论。pick大家留言。,双减 政策 更新 预告 一共 三期 同步 留言 讨论 留言
4662818898969350,我觉得还应该取消小学阶段所有考试，什么期中期末考试，单元测试………,取消 小学 阶段 考试 期中 期末考试 单元测试
4662818898969350,说白了。就是每个行业毕业出来后，钱都很多就完了。家长就不会让小朋友都死命地去学，说起来简单，做起来就难。中国本来就人工低，大部分行业注定又累钱又少。这并不是我们国家能够去改变的，我觉得这种急功近利的方法使不得。而是接受事实，更好的去完善福利制度。想要完全去改变根本完全不可能,说白了 行业 毕业 家长 小朋友 死命 地去 学说 简单 中国 本来 人工 大部分 行业 注定 国家 改变 急功近利 方法 使不得 接受 事实 更好 完善 福利制度 想要 改变
4662818898969350,这样的开头？感觉都不在状态。很多人划到后就划走了吧,开头 感觉 状态 人划 划走
4662818898969350,还会继续录制下一期，大家可以提出自己不一样的看法和见解，我们下期一一回复探讨。,还会 录制 一期 提出 看法 见解 下期 回复 探讨
4662818898969350,应该鼓励开更多的新东方，并让私教可以高考,鼓励 新东方 私教 高考
4662818898969350,讲道理，现在小孩子如果假期没有辅导班，你们猜猜他们会干什么？家长上班，小孩子从早上打游戏打到晚上。,讲道理 小孩子 假期 辅导班 猜猜 干什么 家长 上班 小孩子 早上 打游戏 晚上
4662818898969350,不是教育部的政策，是中央、国务院的政策,教育部 政策 中央 国务院 政策
4662818898969350,没错！根本原因是高等教育资源有限！,没错 根本原因 高等教育 资源 有限
4662818224476216,你好，你感兴趣的“腾讯新闻”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 腾讯新闻超话,你好 感兴趣 腾讯 新闻 开通 超话 社区 超话 社区 微博 旗下 兴趣 互动 社区 快来 志同道合 小伙伴 交流 互动 腾讯 新闻 超话
4662813753346999,那，是不是将来初中毕业文盲也能包安排工作？不是的话就免提 有病吧,将来 初中 毕业 文盲 安排 工作 免提 有病
4662803903812706,图崩了,图崩
4662801770220394,咋了？？教育行业咋了？,教育 行业
4662801770220394,你好，你感兴趣的“职场”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 职场超话,你好 感兴趣 职场 开通 超话 社区 超话 社区 微博 旗下 兴趣 互动 社区 快来 志同道合 小伙伴 交流 互动 职场 超话
4662801770220394,政策一下来，最惨的就是打工族,政策 最惨 打工族
4662801770220394,咋了,
4662801770220394,滴滴出事那几天，已清仓中概互联,滴滴 出事 几天 清仓 中概 互联
4662801770220394,是真的，变天了,真的 变天
4662801770220394,天呐 太难了,天呐 太难
4662801770220394,教育行业咋了(ﾟOﾟ),教育 行业
4662797160416518,幸运的提前撤了，没想似会这样的……,幸运 提前 没想 似会
4662795007690230,优质资源公平，公开。,优质 资源 公平 公开
4662795007690230,教师的女性化、性别比失衡，是教育问题的源头还是结果？,教师 女性化 性别比 失衡 教育 源头
4662795007690230,其实没作业家长更担心。网络上啥都有。家长不上班吗？,作业 家长 担心 网络 家长 上班
4662795007690230,减了校内作业负担，必然挤爆校外培训，这是10多年的切身体会。双减，即使百姓做得到，省部长们、先富们的子孙恐也做不到，有钱有权的会甘心情愿地让子孙中考高考读职中职高吗？学费成为房子以后的第一大消费，想限，难。我在继续看。,减了 校内 作业负担 挤爆 校外 培训 这是 多年 切身体会 双减 百姓 部长 先富 子孙 不到 有钱 有权 甘心情愿 子孙 中考 高考 读职 职高 学费 房子 第一 消费 想限难
4662795007690230,要减希望能都减，别只中小学减负，然后中考孩子只能去职高，不是说职高不好，但作为家长肯定希望孩子能更好。,希望 减别 中小学 减负 中考 孩子 只能 职高 职高 不好 家长 肯定 希望 孩子 更好
4662794181936936,此刻我一边在新东方打工一边希望它倒闭，这样我下午不用上课了,此刻 新东方 打工 希望 倒闭 下午 不用 上课
4662794181936936,不要光看眼前的东西，一旦资本的力量聚集，下场就是美国私有化教育的解决。对于我国绝大多数老百姓来说，就是灾难！,光看 眼前 东西 资本 力量 聚集 下场 美国 私有化 教育 解决 我国 绝大多数 老百姓 灾难
4662794181936936,这个是啥倡议啊,倡议
4662786506883649,果然何时都不能站在政策对立面,政策 对立面
4662778494977158,大家想一想：西方国家刚出产幼童上第一课就是它们的历史、地理，道德课等，而我们一睁眼就就是数理化为了挣大钱，直不就奔何资本主义大道，所以为什么每年有十万人走向西方世界呢！,想一想 西方 国家 出产 幼童 第一课 历史 地理 道德 睁眼 数理化 挣大钱 奔何 资本主义 大道 十万人 走向 西方 世界
4662777333942940,这事关键是有对比啊，老谋子宁可被罚款不也没出去么,关键 老谋子 罚款
4662777333942940,橄榄尖的金字塔，或许会更加凸显，因为你阻止不了拥有众多资源的塔顶尖的家庭继续进行各种教育培训；而中产及以下，孩子以外的因素，只能靠父母自己——父母仍是孩子的起跑线。,橄榄 金字塔 凸显 阻止不了 拥有 众多 资源 顶尖 家庭 教育 培训 中产 孩子 因素 只能靠 父母 父母 孩子 起跑线
4662777333942940,顶层不在双减政策打击的范围内，中产不在双减政策的保护内。应该说，双减就是为了保护顶层的利益，打击中产的利益，给底层更大的上升与流动空间。,顶层 双减 政策 打击 中产 双减 政策 保护 双减 保护 顶层 利益 打击 中产 利益 底层 更大 流动 空间
4662777333942940,他红不红都不影响他的人生比很多人起点高了,红不红 影响 人生 起点
4662777333942940,底层无处可放的怨气,底层 无处 可放 怨气
4662777333942940,欧医生说的都很好，但他还远远不是顶流,医生 远远 顶流
4662777333942940,他走得不是导演路线，而是讨人喜欢的流量明星路线，所以和公众沟通是很重要的。没把握好现在的舆论趋势是追求公平，是偏左的，还仿照欧美日本营造高高在上的精英感，是肯定会被唾弃的。,导演 路线 讨人喜欢 流量 明星 路线 公众 沟通 没把握 舆论 趋势 追求 公平 偏左 仿照 欧美 日本 营造 高高在上 精英 感是 肯定 唾弃
4662777333942940,吴亦凡倒了他要接吴的资源吧，已经有人喊他是吴的平替了,吴亦凡 资源 有人 平替
4662777333942940,人生本来就不公平的，起跑线就不会是一样。我觉得很正常,人生 本来 公平 起跑线
4662777333942940,就是逐梦演艺圈那个？,逐梦 演艺圈
4662777333942940,这样看郑爽代孕其实也没啥毛病，人口与计划生育法也是法呀,郑爽 代孕 毛病 人口 计划生育
4662777333942940,问题在于为何有这种制度？对自己人狠而优待夷人？,制度 人狠 优待 夷人
4662777333942940,对教育不公平、对顶流资源腾云驾雾的厌恶，说的没错，还有一点，拥有这么强大的父母资源，他自己本身却还是平平无奇,教育 公平 顶流 资源 腾云驾雾 厌恶 没错 一点 拥有 强大 父母 资源 平平
4662777333942940,与张艺谋的人品和鸡贼高下立见,张艺谋 人品 高下
4662777333942940,雪中送炭远比锦上添花更加可贵。更何况添的是不是花还不知道,雪中送炭 远比 锦上添花 可贵 更何况
4662777333942940,因为他有剧要上,剧要
4662777333942940,所以总体来说，还是我们做父母的没本事,总体 父母 没本事
4662777333942940,这次双减就是头痛医头脚痛医脚， 没有培训的话传统名校优势会更大，学区房还要火爆,双减 头痛医头 脚痛医脚 培训 传统 名校 优势 大学 区房 火爆
4662777333942940,所以起点很重要,起点
4662777333942940,欧老师什么时候丁香园上新课程,老师 丁香 园上 新课程
4662777333942940,投胎绝对是技术活,投胎 技术活
4662777333942940,个人猜测，他并没有在美国走退籍程序，或者没走完。中美两国都不承认双重国籍，实际操作是不承认对方国籍，承认本国国籍。,猜测 美国 退籍 程序 没走 完中美 两国 承认 双重国籍 实际操作 承认 国籍 承认 本国 国籍
4662777333942940,说入籍就能入籍？我国入籍门槛挺高的啊，难道他之前都是双国籍？,入籍 入籍 我国 入籍 门槛 国籍
4662777333942940,对顶流资源腾云驾雾的厌恶,顶流 资源 腾云驾雾 厌恶
4662777333942940,还是中国式淘汰教育的锅，国外发达国家基本都是合格教育，白领蓝领工资水平都差不多，法国只要工作最低工资标准1万2人民币，都是妈生的生而平等，每个人都有体面生活的权利，赢者通吃只会贫富差距越来越大，整个社会也是更焦虑。,中国式 淘汰 教育 国外 发达国家 合格 教育 白领 蓝领 工资水平 法国 工作 最低工资 标准 人民币 妈生 生而平等 体面 生活 权利 赢者 通吃 只会 贫富差距 越来越 社会 焦虑
4662777333942940,人家🈶️好爹妈啊,爹妈
4662776398612817,我们田老师的课程会有影响吗？,老师 课程 影响
4662770388173705,我觉得挺好的，大方问没问题,大方
4662770388173705,可惜依然不能停止内卷，因为教育公平不仅仅是这些，好的学校依然提供更全面的服务，差的还是差的，，比如各位所在地的好的机关幼儿园，以前是配套各种丰富的教育项目，现在依然还是，所以有些老人总说，挤破头去机关幼儿园，看似多花了买路钱，实际是少花了儿童教育培训费。,可惜 依然 停止 教育 公平 学校 依然 提供 服务 所在地 机关 幼儿园 配套 教育 项目 依然 老人 总说 挤破 头去 机关 幼儿园 看似 多花 买路钱 少花 儿童教育 培训费
4662770388173705,不知道甚至说话有用吗？首先是高考超纲，高考不超纲，大家还补什么课？,说话 有用吗 高考 超纲 高考 不超纲
4662770388173705,一对一,一对一
4662770388173705,以前能花钱解决的事情，现在需要家长自己学完再去教孩子…还好学一次可以教三个孩子,花钱 解决 事情 家长 学完 孩子 还好 三个 孩子
4662770388173705,会出现线上家教平台，撮合家教，同时还会出现利用该平台上门卖春的情况。,线上 家教 平台 撮合 家教 还会 利用 平台 上门 卖春 情况
4662770388173705,再不管，穷人更没机会上好学校了,穷人 机会 学校
4662770388173705,我们这不去培训机构，都私底下偷偷的在自己科任老师那补的,这不去 培训 机构 私底下 偷偷 科任 老师 那补
4662770388173705,有钱的回家照样请家教，没钱的请不起，加剧贫穷人更无翻身之地,有钱 回家 照样 家教 没钱 请不起 加剧 贫穷 翻身 之地
4662770388173705,知识产权,知识产权
4662770388173705,不改中考高考，根本没用，实质还是没变,不改 中考 高考 没用 实质
4662770388173705,还有人在那里扯辅导对成绩有没有影响，我都怀疑这些人是不是在用大脑思考？,辅导 成绩 有没有 影响 怀疑 大脑 思考
4662770388173705,微博曾经反反复复不间断地推送央视前女主持人张母知的作文课广告，能把网民烦死。,微博 反反复复 不间断 推送 央视 前女 主持人 张母 作文课 广告 网民 烦死
4662770388173705,高考还是上升阶梯吗?高考还比分数吗?是要通过让更多人觉得卷也没用，卷都卷不起来解决内卷吗？,高考 阶梯 高考 比分数 没用 解决 内卷
4662770388173705,没有校外培训反而会增加家长负担，比如奥数，以后是要自己教吗？,校外 培训 增加 家长 负担 奥数
4662770388173705,太棒了！~,太棒了
4662770388173705,转发微博,转发 微博
4662770388173705,普及高中有那么难吗,普及 高中
4662770388173705,尽管周一的股市可能面临补跌，可还是支持这样的文件出台。众多家长和孩子苦于内卷式的培训辅导久矣！,周一 股市 面临 补跌 支持 文件 出台 众多 家长 孩子 苦于 内卷 培训 辅导
4662770388173705,呵呵，只能呵呵,只能
4662770388173705,行不通的！,行不通
4662770388173705,我都想好了，自己和孩子一起学，缴他，真请不起一对一。,孩子 学缴 请不起 一对一
4662770388173705,长远看，肯定是对的，办法和政策，只能慢慢摸索,长远 肯定 办法 政策 只能 慢慢 摸索
4662770388173705,不是堵的问题 家长有个问题没明白 这个孩子数学不行 那就不行呗 变成行的概率很低 那就再生一个就有改善的可能 也可能更差 但没必要逼着孩子 补这补那,家长 有个 明白 孩子 数学 不行 不行 概率 再生 改善 更差 孩子
4662770388173705,快乐教育吧 傻子才这么做,快乐 教育 傻子
4662770388173705,很难不支持,很难 支持
4662770388173705,很多人对辅导班有误解，好像上了辅导班和家教就能提高成绩，那是扯淡。家教私教这些东西90年代就有，谁见过靠这些东西上名校的。现在你之所以觉得辅导班有用，是因为他们和学校勾结，让学校采用了他们的评价体系，所以你不上他们的课成绩就不行，这就是一种绑架,辅导班 误解 好像 辅导班 家教 提高 成绩 扯淡 家教 私教 东西 年代 东西 名校 辅导班 有用 是因为 学校 勾结 学校 采用 评价 体系 成绩 不行 一种 绑架
4662770388173705,学学私立学校，想校外没有时间,学学 私立学校 校外 时间
4662770388173705,什么时候北京山东录取分数线线一样了我就信他个鬼。,北京 山东 录取 分数线
4662770388173705,要提供更多的公共生活娱乐空间。小区配套的娱乐健身休闲，太少了。落下的，应该补起来了,提供 公共 生活 娱乐 空间 小区 配套 娱乐 健身 休闲 太少 落下
4662770388173705,教育要拿在自己手里，不能放在资本手里。,教育 手里 放在 资本 手里
4662770388173705,话说回来，反对教育产业化肯定是没错的，但现在的这些教育风口，其实一大半都是教育部自己制造出来的，根本矛盾不在于校内留堂还是校外培训，而在于应不应该这样减负，或者说可不可能真的减负，别最后把教育培训搞成像黄赌毒一样的黑产了。,话说回来 反对 教育 产业化 肯定 没错 教育 风口 一大半 教育部 制造 根本矛盾 校内 留堂 校外 培训 应不应该 减负 或者说 可不可能 真的 减负 教育 培训 成像 黄赌毒 黑产
4662770388173705,还是有疏导的，比如课后服务、网络免费课、、、,疏导 课后 服务网络 免费
4662770388173705,义务教育阶段而已，高中就不管了是吧,义务教育 阶段 高中
4662770388173705,关键不是教育质量垄断吗？教育资源不均衡引起的焦虑，学区房怎么不整治，现在农村，乡下哪有好的小学，初中，一个县高中连本科都没几个，你说家长焦虑吗,关键 教育 质量 垄断 教育资源 均衡 焦虑 学区 整治 农村 乡下 哪有 小学 初中 高中 本科 几个 家长 焦虑
4662770388173705,教育培训,教育 培训
4662770388173705,治水光堵有用么？没用的。以后家长请一对一辅导，负担更大。整死几家公司，出来无数游击队。,治水 光堵 有用 没用 家长 一对一 辅导 负担 更大整 几家 公司 无数 游击队
4662770388173705,整天教考试方法的，是培养不出一流人才的，教育体系已经是应试教育了，你还要想方设法增强学生的应试思维，这样的家长不是有点傻吗？个人经验，所谓培训班一点用没有，就是凑个热闹。一流人才更主要的是个人的品质，专注力，坚韧度，等等。这些才是需要家长去培养的。,整天 考试 方法 培养 一流人才 教育 体系 应试教育 想方设法 增强 学生 应试 思维 家长 经验 培训班 一点 凑个 热闹 一流人才 品质 专注 坚韧度 家长 培养
4662770388173705,看来穷教书匠的命运依然不能改变,教书匠 命运 依然 改变
4662770388173705,…,
4662770388173705,失败的教育！,失败 教育
4662770388173705,因为教育应该是非盈利性，现在教育机构都要上市了能不搞它？,教育 非盈利性 教育 机构 上市
